,Artist,Lyrics
194,Led Zeppelin,"I had a dream
Oh, yeah
Crazy dream, uh-huh
Anything I wanted to know
Any place I needed to go
Hear my song
Yeah, people don't you listen now?
Sing along
Oh
You don't know what you're missing, now
Any little song that you know
Everything that's small has to grow
And it's gonna grow, push push, yeah

Oh-oh-oh-oh-oh, California sunlight
Sweet Calcutta rain
Honolulu starbright
The song remains the same
Ooh, ooh, oh, oh

Here we go, here we go
All you gotta do, now
All you gotta do, now
Ooh-ee
Sing out Hare-Hare
Ooh, dance the Hoochie-Koo
City lights are oh so bright, as we go sliding, sliding
Sliding, sliding, sliding, sliding, sliding, sliding
Oh"
195,Led Zeppelin,"Well, that's all right, mama
That's all right for you
That's all right mama, just anyway you do
Well, that's all right, that's all right
That's all right now mama, anyway you do
Mama she done told me
Papa done told me too
'Son, that gal your foolin' with
She ain't no good for you'
But, that's all right, that's all right
That's all right now mama, anyway you do
I'm leaving town, baby
I'm leaving town for sure
Well, then you won't be bothered with
Me hanging 'round your door
Well, that's all right, that's all right
That's all right now mama, anyway you do"
196,Led Zeppelin,"Spent my days with a woman unkind
Smoked my stuff and drank all my wine
Made up my mind to make a new start
Going To California with an aching in my heart
Someone told me there's a girl out there
With love in her eyes and flowers in her hair
Took my chances on a big jet plane
Never let them tell you that they're all the same
The sea was red and the sky was grey
Wondered how tomorrow could ever follow today
The mountains and the canyons started to tremble and shake
As the children of the sun began to awake
Seems that the wrath of the Gods
Got a punch on the nose and it started to flow
I think I might be sinking
Throw me a line if I reach it in time
I'll meet you up there where the path
Runs straight and high
To find a queen without a king
They say she plays guitar and cries and sings
La la la la
Side a white mare in the footsteps of dawn
Tryin' to find a woman who's never, never, never been born
Standing on a hill in my mountain of dreams
Telling myself it's not as hard, hard, hard as it seems"
197,Led Zeppelin,"Walkin' in the park just the other day, baby
What do you what do you think I saw?
Crowds of people sittin' on the grass with flowers in their hair said
Hey Boy do you want to score?
And you know how it is
I really don't know what time it was oh, oh
So I asked them if I could stay awhile

I didn't notice but it had got very dark and I was really
Really out of my mind.
Just then a policeman stepped up to me and asked us said
Please, hey, would we care to all get in line
Get in line
Well you know
They asked us to stay for tea and have some fun
Oh, oh, he said that his friends would all drop by, oh
Why don't you take a good look at yourself and describe what you see
And baby, baby, baby, do you like it?
There you sit, sitting spare like a book on a shelf rustin'
Ah, not trying to fight it

You really don't care if they're coming oh, oh
I know that it's all a state of mind, oh.
If you go down in the streets today, Baby, you better
You better open your eyes
Folk down there really don't care, really don't care
Don't care, really don't
Which, which way the pressure lies
So I've decided what I'm gonna do now
So I'm packing my bags for the Misty Mountains
Where the spirits go now
Over the hills where the spirits fly, oh, I really don't know"
198,Led Zeppelin,"As I walk down the highway all I do is sing this song
And a train that's passin' my way helps the rhythm move along
There is no doubt about the words are clear
The voice is strong, is oh so strong

I'm just a simple guy, I live from day to day
A ray of sunshine melts my frown and blows my blues away 
There's nothing more that I can say but on a day like today 
I pass the time away and walk a quiet mile with you

All I need from you is all your love 
All you got to give to me is all your love 
All I need from you is all your love
All you got to give to me is all your love
Oh yeah, oh yeah
Oh yeah, oh yeah

I'm so glad I'm living and gonna tell the world I am 
I got me a fine woman and she says that I'm her man 
One thing that I know for sure gonna give her all the loving 
Like nobody, nobody, nobody, nobody can

Standing in the noonday sun trying to flag a ride 
People go and people come, see my rider right by my side
It's a total disgrace, they set the pace, it must be a race 
And the best thing I can do is run

All I need from you is all your love 
All you got to give to me is all your love 
All I need from you is all your love
All you got to give to me is all your love
Oh yeah, oh yeah
Oh yeah, oh yeah
Oh yeah, oh yeah, oh yeah"
199,Led Zeppelin,"Uh-look-ah there
There she comes
Here comes that girl again
Wanted to date her since I don't know when 
But she don't notice me when I pass
She goes with older guys from out of my class
But that can't stop me from-ah thinkin' to myself 
She's sure fine lookin' man
She's somethin' else

Hey look-ah there
Across the street
There's a car made just for me
To own that car would be a luxury
But right now I can't afford the gas
A brand new convertible is out of my class
But that can't stop me from-ah thinkin' to myself 
That car's fine lookin' man
It's somethin' else

Hey look-ah here
Just wait and see
Workin' hard and savin' my dough
I'll buy that car that I've be wanting so 
Get me that girl and we'll go ridin' around
The town will be all shocked with my white top down
I'll keep right on and dreamin' and-ah thinkin' to myself 
When it all comes true, man
Wow! That's somethin' else

Look-ah here
What's all this?
Never thought I'd do this before
But here I am ah-knockin' on her door 
My car's out front and it's all mine 
Just a '41 Ford not a '59
I got that girl and I'm-ah thinkin' to myself 
She's sure fine lookin' man
Wow! She's somethin' else"
200,Led Zeppelin,"I've been to London, seen seven wonders I know to trip is just to fall
I used to rock it, sometimes I'd roll it
I always knew what it was for
There can be no denying, that the wind'll shake 'em down
And the flat world's flying, and there's a new plague on the land

(If we could just join hands)
(If we could just join)

Traversed the planet, when heaven sent me 
I saw the kings who rule them all
Still by the firelight and purple moonlight I hear the rested rivers call
And the wind is crying, from a love that won't grow cold
My lover, she is lying, on the dark side of the globe

(If we could just join hands)

You got me rocking when I ought to be a-rolling
Darling, tell me, darling, which way to go
You keep me rocking, baby, then you keep me stolen
Won't you tell me, darling, which way to go, that's right

Oh how I wonder, oh how I worry, and I would dearly like to know
I've all this wonder, of earthly plunder, will it leave us anything to show
And our time is flying, see the candle burning low
Is the new world rising, from the shambles of the old

(If we could just join hands)
If we could just, if we could just, if we could just
If we could just, if we could just join hands
That's all it takes, that's all it takes
That's all it takes, that's all it takes

(Yeah)"
201,Led Zeppelin,"If it keeps on rainin', levee's goin' to break
If it keeps on rainin', levee's goin' to break
When the levee breaks I'll have no place to stay
Mean old levee taught me to weep and moan
Lord mean old levee taught me to weep and moan
It's got what it takes to make a mountain man leave his home
Oh well, oh well, oh well

Don't it make you feel bad
When you're tryin' to find your way home
You don't know which way to go?
If you're goin' down South
They got no work to do
If you don't know about Chicago

Cryin' won't help you prayin' won't do you no good
Now cryin' won't help you prayin' won't do you no good
When the levee breaks mama you got to move
All last night sat on the levee and moaned
All last night sat on the levee and moaned
Thinkin' 'bout me baby and my happy home
Going to Chicago
Going to Chicago

Sorry but I can't take you
Going down, going down now, going down
Going down now, going down
Going down, going down, going down

Going down now, going down
Going down now, going down
Going down now, going down
Going d-d-d-d-down
Woo, woo"
202,Led Zeppelin,"Been in town, my baby 
We just got to rock on 
Yeah, darling, we just got to go home 
I don't want no tutti-frutti, no lollipop 
Come on, baby, just rock, rock, rock 

Yeah, yeah, yeah, yeah, honey 
We've been shakin' all night 
Oh, darlin', we just got to roll right 
Ah, oh, my head rock on, rock on 

Hey babe, hey babe, hey babe, hey babe
Hey babe, hey babe, hey babe, hey babe

I don't want no tutti-frutti, no lollipop 
Come on baby, just rock, rock, rock

Woo hoo, woo hoo, woo hoo, woo hoo 
Let's go

I don't want no tutti-frutti, no lollipop 
Come on baby, just rock, rock, yeah"
203,Led Zeppelin,"Bright light, almost blinding
Black night, still there shining
I can't stop, keep on climbing
Looking for what I knew
Had a friend, she once told me
""You got love, you ain't lonely""
Now she's gone and left me only, looking for what I knew

Mmm, I'm telling you now
The greatest thing you ever can do now
Is trade a smile with someone who's blue now
It's very easy, just-

Met a man on the roadside crying,
Without a friend, there's no denying
You're incomplete, they'll be no finding
Looking for what you knew.
So anytime somebody needs you
Don't let them down, although it grieves you
Some day you'll need someone like they do
Looking for what you knew

Mmm, I'm telling you now
The greatest thing you ever can do now
Is trade a smile with someone who's blue now
It's very easy just
Oh, yeah
My, my
My, my
My, my
My, my
I'm telling you now
The greatest thing you ever can do now
Is trade a smile with someone who's blue now
It's very easy
It's very easy
It's very easy
It's easy-easy, yeah, yeah"
204,Led Zeppelin,"Hangman, hangman, hold it a little while,
Think I see my friends coming, Riding a many mile.
Friends, did you get some silver?
Did you get a little gold?
What did you bring me, my dear friends, To keep me from the Gallows Pole?
What did you bring me to keep me from the Gallows Pole?

I couldn't get no silver, I couldn't get no gold,
You know that we're too damn poor to keep you from the Gallows Pole.
Hangman, hangman, hold it a little while,
I think I see my brother coming, riding a many mile.
Brother, did you get me some silver?
Did you get a little gold?
What did you bring me, my brother, to keep me from the Gallows Pole?

Brother, I brought you some silver,
I brought a little gold, I brought a little of everything
To keep you from the Gallows Pole.
Yes, I brought you to keep you from the Gallows Pole.

Hangman, hangman, turn your head awhile,
I think I see my sister coming, riding a many mile, mile, mile.
Sister, I implore you, take him by the hand,
Take him to some shady bower, save me from the wrath of this man,
Please take him, save me from the wrath of this man, man.

Hangman, hangman, upon your face a smile,
Pray tell me that I'm free to ride,
Ride for many mile, mile, mile.

Oh, yes, you got a fine sister, She warmed my blood from cold,
Brought my blood to boiling hot To keep you from the Gallows Pole,
Your brother brought me silver, Your sister warmed my soul,
But now I laugh and pull so hard And see you swinging on the Gallows Pole

Swingin' on the gallows pole!"
205,Led Zeppelin,"Measuring a summer's day, I only finds it slips away to grey
The hours, they bring me pain

Tangerine, Tangerine, living reflection from a dream
I was her love, she was my queen, and now a thousand years between

Thinking how it used to be
Does she still remember times like these? 
To think of us again?
And I do

Tangerine, Tangerine, living reflection from a dream
I was her love, she was my queen, and now a thousand years between"
206,Led Zeppelin,"Whoah, the girl I love, she got long black wavy hair
I do declare!
The girl I love, yeah, she got long black wavy hair,
Ah yeah,
Her mother and her father, lordy,
They sure don't, sure don't allow me there.

Well i, I'm goin? back to my baby, lord i,
I swear I wouldn't lie, yeah
I never saw that sweet woman yeah in-a
A-five long years gone by, yeah.
Well I'm goin? ho__me, I'm goin? home
?cause she's a sweet little darlin?, ah
I said I been away, ahh-far too long,
I been away too long.

Take it jimmy!
Well, my baby when...
She shakes just like a willow tree,
Yes she does.
My baby, when she walks, ya know
She shakes like a willow tree, yeah.
Ah-that mean, mistreatin? baby she know she
Hop, hops all over me.
Oooh.

Yeah!
Alright!
Hops over me..."
207,Led Zeppelin,"Oh know I feel so strange looking out the door 
Oh tryin' hard to change but can't let go 
Oh cryin' tears of pain and more and more 
Oh everyday is the same as the one before 

I'm walkin' the floor over you 
I'm walkin' the floor 

Every heart that breaks is a heart that's cold 
To the hand that takes your dreamless soul

Oh is it long to wait, is it much to pay? 
Oh sometimes it's hard waiting for the day

You know it's hard I said it's hard 
You know it's true I said it's hard 
You know it's hard you know it's true 

Every tear that falls is a smile that's lost
When you hear the call can you count the cost?
As you stand alone do you wonder how?
Can you step aside, does it matter now?

Every love that's changed ?
In the eye of the night ?
In the day everything ?
She was smilin' a tear at her waters fall ? 

You know it's true now
You know it's true now uh uh yeah

I'm walkin the floor over you 
I'm walkin' the floor 
Every tear that falls is a smile that's lost
When you hear the call can you count the cost?
As you stand alone do you wonder how?
Can you step aside, does it matter now?

Does it matter now?"
208,Led Zeppelin,"Drop down, baby, let your daddy see
Drop down, mama, just dream of me
Well, my mama allow me to fool around all night long
Well, I may look like I'm crazy, I should know right from wrong
See me comin', throw your man out the door
Ain't no stranger, been this way before
See me comin', mama, throw your man out the door
I ain't no stranger, I been this way before

Put on your night shirt and your morning gown
You know by night I'm gonna shake 'em down
Put on your night shirt mama, and your morning gown
Well, you know by night I'm gonna shake 'em down

Your custard pie, yeah, sweet and nice
When you cut it, mama, save me a slice
Your custard pie, I declare, it's sweet and nice
I like your custard pie
When you cut it mama, mama please save me a slice oh

(I chew on a piece of your custard pie)

Drop down, drop down, drop down
(I chew on a piece of your custard pie)"
209,Led Zeppelin,"In my time of dying, want nobody to mourn 
All I want for you to do is take my body home 

Well, well, well, so I can die easy
Well, well, well, so I can die easy 

Jesus, gonna make up/out siviers 
Jesus, gonna make up my dyin' bed
Meet me, Jesus, meet me 
Oh meet me in the middle of the air 
If my wings should fail me, Lord
Oh please meet me with another pair 

Well, well, well, so I can die easy
Well, well, well, so I can die easy

Jesus, gonna make up
Somebody, somebody
Oh, oh Jesus gonna make up 
Jesus gonna make you my dyin' bed 

Oh, Saint Peter, at the gates of heaven
Won't you let me in 
I never did no harm 
I never did no wrong 

Oh, Gabriel, let me blow your horn
Let me blow your horn 
Oh, I never did, did no harm 

I've only been this young once
I never thought I'd do anybody no wrong 
No, not once 

Oh, I did somebody some good
Somebody some good yeah
Oh, did somebody some good yeah
I must have did somebody some good yeah
Oh I believe I did

I see the smiling faces
I know I must have left some traces

And I see them in the streets 
And I see them in the field 
And I hear them shouting under my feet 
And I know it's got to be real 
Oh, Lord, deliver me 
All the wrong I've done 
You can deliver me, Lord 
I only wanted to have some fun

Hear the angels marchin'
Hear the' marchin', hear them marchin'
Hear them marchin', the' marchin' 

(Oh my Jesus)
It's got to be my Jesus
Oh, it's got to be, it's got to be my Jesus
it's got to be my oh
it's got to be my Jesus
Oh take me home
Come on, come on I can hear the answer, sing it
Oh, here they come
Here they come
Here they come
Bye-bye
Bye-bye
Bye-bye
Bye-bye
Bye-bye
Oh, feels pretty good, don't you?
Pretty good, I feel
(Oh, Georgina)

(Oh)
Oh, yeah
Oh, I see him
Come on
(Take it)

Oh, don't you make it my dyin', dyin', dyin'
Cough, ""that's gonna be the one, isn't it?"" 
""Come have a listen, then"" 
Oh yes, thank you"
210,Led Zeppelin,"Sisters of the way-side bide their time in quiet peace
Await their place within the ring of calm
Still stand to turn in seconds of release
Await the call they know may never come
In times of lightness, no intruder dared upon 
To jeopardize the course, upset the run
And all was joy and hands were raised toward the sun 
As love in the halls of plenty overrun
Uh-uh, uh-uh, uh-uh, uh-uh

Still in their bliss unchallenged mighty feast 
Unending dances shadowed on the day
Within their walls, their daunting formless keep
Preserved their joy and kept their doubts at bay
Faceless legions stood in readiness to weep
Just turn a coin, bring order to the fray
And everything is soon no sooner thought than deed 
But no one seemed to question in anyway
Uh-uh, uh-uh, uh-uh, uh-uh

How keen the storied hunter's eye prevails upon the land 
To seek the unsuspecting and the weak
And powerless the fabled sat, too smug to lift a hand 
Toward the foe that threatened from the deep
Who cares to dry the cheeks of those who saddened stand 
Adrift upon a sea of futile speech? 
And to fall to fate and make the 'status plan' 
But no one there had heaven within their reach
Singing uh-uh, uh-uh, uh-uh, uh-uh

Oh, oh, oh 

Oh, oh 

Oh

Where was your word, where did you go?
Where was your helping, where was your bow? Bow
Bow

Dull is the armour, cold is the day
Hard was the journey, dark was the way, way

I heard the word, I couldn't stay, oh
I couldn't stand it another day, another day
Another day, another day

Touched by the timely coming
Roused from the keeper's sleep
Release the grip, throw down the key

Held now within the knowing
Rest now within the peace
Take of the fruit, but guard the seed

They had to stay
Held now within the knowing
Rest now within the peace
Take off the fruit, but guard the seed

Take off the fruit, but guard the seed"
211,Led Zeppelin,"How come twenty four hours 
Baby sometimes seem to slip into days? 
Oh, twenty-four hours 
Baby sometimes seem to slip into days, yeah
One minute seems like a lifetime 
Oh baby, when I feel this way 
Sittin' lookin' at the clock 
Time moves so slow 
I've been watchin' for the hands to move 
Until I just can't look no more 
How come twenty four hours 
Baby sometimes seems to slip into days? 
A minute seems like a lifetime 
Baby when I feel this way 

To sing a song for you 
I recall you used to say 
Oh baby this one's for we two
Which in the end is you anyway 

How come twenty four hours 
Baby sometimes seem to slip into days? 
A minute seems like a lifetime 
Baby when I feel this way 

There was a time that I stood tall 
In the eyes of other men 
But by my own choice I left you woman 
And now I can't get back again 

How come twenty-four hours 
Sometimes seem to slip into days, yeah
Well, well, well well
A minute seems like a lifetime 
Baby when I feel this way 

A minute seems like a lifetime 
Oh baby, when I feel this way
I feel this way"
212,Led Zeppelin,"You know you shook me
You shook me all night long.
You know you shook me, baby
You shook me all night long.
You shook me so hard baby
Baby, baby, please come home.

I have a bird that whistles
And I have birds that sing.
I have a bird that whistles
And I have birds that sing.
I have a baby, won't do nothing oh!
Oh, oh, buy a diamond ring.

You know you shook me, baby
You shook me all night long.
I know you really, really, did baby.
I said you shook me, baby.
You shook me all night long.
You shook me so hard, baby.
You shook me all night long"
213,Led Zeppelin,"Oh baby, you gonna miss me when I'm gone
Oh baby, you gonna miss me when I'm gone
I thought you were my baby
And you would always be my friend

Oh baby, I feel tears comin' in my eyes
Baby, I feel tears comin' in my eyes
If I don't leave now baby
I'm goin' to break down and cry

Oh baby, I'll never touch your love again
Oh baby, I'll never touch your love again
Well you said, you'd be my honey
My sweetheart until the end

You got my heart a achin' 'cause I love you so
Things are pretty down, I can't stand no more
Ooh ooh ooh, gonna miss me when I'm gone
Oh baby, you gonna miss me when I'm gone
Oh baby, you gonna miss me when I'm gone

"
214,Led Zeppelin,"Down by the seaside 
See the boats go sailin'
Can the people hear 
What the little fish are sayin'

Oh, oh, the people turned away 
Oh, the people turned away

Down in the city streets, 
See all the folk go racin', racin'
No time left, to pass the time of day

The people turned away 
The people turned away
So far away, so far away

See how they run, see how they run, 
See how they run, see how they run

Do you still do the twist
Do you find you remember things that well
I want to tell you 
Some go twistin' every day
Though sometimes it's awful hard to tell

Out in the country, 
Hear the people singin'
Singin' 'bout their progress 
Knowin' where they're goin'

Oh, oh, the people turned away
Yes, the people turned away

Sing loud for the sunshine 
Pray hard for the rain
And show your love for lady nature 
And she will come back again
The people turned away
The people turned away"
215,Led Zeppelin,"It starts out like a murmur 
Then it grows like thunder 
Until it bursts inside of you 
Try to hold it steady 
Wait until you're ready 
Any second now will do 
Throw the door wide open 
Not a word is spoken 
Anything that you want to do 

Ya know, ya know, ya know
Ya know, ya know, ya know

Don't you feel the same way? 
Don't you feel the same way? 
But you don't know what to do 
No time for hesitatin' 
Ain't no time for hesitatin' 
All you got to do is move 
They say you're feeling blue, well 
I just found a cure 
It's a thing you gotta do, yeah 

(Ya know, ya know, ya know)

Now listen, when you say your body's aching? 
I know that it's aching 
Chill bumps come up on you 
Yeah, the funny fool 
I love the funny fool 
Just like foolin' after school? 
And then you ask for medication 
Who cares for medication 
When you've worn away the cure 

(Ya know, ya know, ya know)

(Hey, hey)
Go back to the country yeah, go back to the country 
Feel a change is good for you 
When you keep convincin' 
Ah, don't keep convincin' 
What's that creeping up behind a you? 
It's just an old friend, it's just an old friend 
And what's that he's got for you? 

(Ya know, ya know, ya know)

Yeah, yeah, yeah I can feel it, I can feel it ?
Oh, medication, medication, medication"
216,Led Zeppelin,"Oh oh yeah
Darlene, oh Darlene, oh Darlene, 
Oh oh yeah Darlene, oh oh Darlene, oh oh Darlene 
Oh come on baby give me some 

When I see you at that dance with your tight dress on 
Whatcha got it sure is fine 
I want to get me some 

Darlene, woo baby baby Darlene, oh be my baby Darlene, 
Oh, come on baby be my baby 
Come on, come on come oh 
Darlene, oh, Darlene, hey hey Darlene, oh oh 
Come back and be my sweet little girl 
When I see you on the street, it makes my heart go flitter 
I see you walkin' with all those guys 
It makes me feel so sick 

And I don't care what people say 
And I don't care what they do 
Sweet child I gotta make you mine 
You're the only thing that I want: You! 
Baby baby when you walk down the block, 
See the people behind (?) 
Woh child oh ya drive me wild 
I gotta do it really gonna try 

Oh baby, I got my car 
I'll take you as far 
I'm gonna take you every place 
I'm gonna boogie-woogie-woogie-woogie that's fine 

I'm gonna prove it, Darlene 
I'm gonna make ya my girl 
I'm gonna boogie, Darlene 
I'm gonna send ya in another world 

'Cause I love Darlene, I gotta love 'er, 
Yes I do 
I've been savin' all my money I've been workin' all day long 
I gotta give it all back to you

Oh but I love Darlene?
'Cause I love, yes I do ?
I've been workin' to, I've been workin' everyday 
I've been tryin' to get a hold of you
And I love you Darlene
Yes I love you I do 
?
I've been saving all for you
Oh I love ya"
217,Led Zeppelin,"(Oh, hot dog)
Well, I just got into town today 
To find my girl who's gone away 
She took the Greyhound at the general store 
I searched myself I searched the town 
When I finally did sit down 
I find myself no wiser than before 

She said we couldn't do no wrong 
No other love could be so strong 
She locked up my heart in her bottom drawer 
Now she took my heart she took my keys 
From in my old blue dungarees 
And I'll never go to Texas anymore 

Now my baby's gone I don't know what to do 
She took my love and walked right out the door 
And if I ever find that girl I know one thing for sure 
I'm gonna give her something like she never had before 

I took her love at seventeen 
A little late these days it seems 
But they said heaven is well worth waiting for 
I took her word I took it all 
Beneath the sign that said ""you-haul"" 
She left angels hangin' round for more 

Now my baby's gone I don't know what to do 
She took my love and walked right out the door 
And if I ever find that girl I know one thing for sure 
I'm gonna give her something like she never had before 

I thought I had it all sewn up 
Our love, a plot, a pick-up truck 
But folks said she was after something more 
I never did quite understand 
All that talk about rockin' bands 
But they just rolled my doll right out the door 
Oh yeah, they just rolled my doll right out the door
But they just rolled my doll right out the door"
218,Led Zeppelin,"Should I fall out of love, my fire in the light
To chase a feather in the wind
Within the glow that weaves a cloak of delight
There moves a thread that has no end

For many hours and days that pass ever soon
The tides have caused the flame to dim
At last the arm is straight, the hand to the loom
Is this to end or just begin?

All of my love, all of my love
All of my love to you, oh

All of my love, all of my love, oh
All of my love to you

The cup is raised, the toast is made yet again
One voice is clear above the din
Proud Arianne one word, my will to sustain
For me, the cloth once more to spin, oh

All of my love, all of my love, oh
All of my love to you

All of my love, all of my love, yes
All of my love to you 

Yours is the cloth, mine is the hand that sews time
His is the force that lies within
Ours is the fire, all the warmth we can find
He is a feather in the wind, oh

All of my love, all of my love, oh
All of my love to you

All of my love, ooh yes, all of my love to you now
All of my love, all of my love
All of my love, love, sometimes, sometimes

Sometimes, sometimes, oh love
Hey, hey, hey
Hey, hey, hey
Ooh yeah, it's all my love

All of my love, all of my love, to you now

All of my love, all of my love
all of my love to, to you, you, you, yeah
I get a little bit lonely"
219,Led Zeppelin,"And if I say to you tomorrow
Take my hand, child come with me
It's to a castle I will take you
Where what's to be, they say will be

Catch the wind, see us spin
Sail away leave today
Way up high in the sky, hey, whoa
But the wind won't blow
You really shouldn't go
It only goes to show
That you will be mine
By takin' our time, ooh

And if you say to me tomorrow
Oh what fun it all would be
Then what's to stop us, pretty baby
But what is and what should never be

Catch the wind, see us spin
Sail away, leave today
Way up high in the sky, hey whoa
But the wind won't blow
You really shouldn't go
Only goes to show
That you will be mine
By takin' our time, ooh

So if you wake up with the sunrise
And all your dreams are still as new
And happiness is what you need so bad
Girl, the answer lies with you, yeah

Catch the wind, see us spin
Sail away, leave today
Way up high in the sky, hey whoa
But the wind won't blow
You really shouldn't go
Only goes to show
That you will be mine
By takin' our time, ooh

Hey, oh
Oh the wind won't blow and we really shouldn't go
And it only goes to show-ow-ow
Catch the wind, we're gonna see it spin
We're gonna sail, little girl
Do do do, bop bop a do-oh
My my my my my my my yeah
Everybody I know seems to know me well
But does anybody know I'm gonna move like hell
Baby, baby, baby, baby, baby, baby, oh, Lord
Baby, baby, baby, oh, right now, yeah
No, no, no, no, no, come on, now"
220,Led Zeppelin,"Well I want to-want to lotta-lotta lovin'
Well I want to-want to lotta-lotta huggin'
So baby can't you see that you were meant for me
I want your lovin', yes-a-ree.

Well I want to-want to lotta-lotta huggin'
Well I want to-want to lotta-lotta kissin'
So baby please proceed to get the love I need
I want your lovin' yes indeed.

Well, I want you, I love you, I need you so much
Why don't you give out with that magic touch
You send me, you thrill me, baby you're so fine
I want your lovin' baby all the time.

Well I want to-want to lotta-lotta lovin'
Well I want to-want to lotta-lotta kissin'
So baby don't forget I gonna get you yet
I want your lovin', aww you bet. (Rock)

Well I want to-want to lotta-lotta lovin'
Well I want to-want to lotta-lotta huggin'
So baby don't forget I gonna get you yet
I want your lovin', aww you bet. (Rock)

Well I want to-want to lotta lovin'
Well I want to-want to lotta huggin'
So baby don't forget I gonna get you yet
I want your lovin', aww you bet
Well, I need your lovin', aww you bet
Well, I want your lovin', aww you bet
Well, I need your lovin', aww you bet
Well, I want your lovin', aww you bet"
221,Led Zeppelin,"Well oh baby baby
Don't you want a man like me? 
Oh baby baby, I'm just as sweet as anybody could be 
Oh baby baby, I want to look to your eyes, of blue 
Oh baby baby, it's more than anybody else could do 

Well oh baby baby
You know when I see you walkin' down the street 
Oh baby baby, well you lookin' good enough to eat 
Oh baby baby, I don't believe I've tasted this before 
Oh baby baby, I want it now 
And every mouthful more of you

Talk about you, yeah
Talk about you

Oh baby baby
You know that I wanted it more 
Oh baby baby
I'm about to kiss goodbye to this store 
Oh baby baby
It ain't the wrapping that sells the goods 
Oh baby baby
I got a sweet tooth when my mouth is full of you

Talk about you
Ooh, you
Talk about you
Yeah, talk about you
Ooh yeah, talk about you
Ooh baby oh baby it's alright, it's alright 
Oh baby it's alright it's alright 

Well, oh baby, baby 
Oh you sting like a bee
Oh baby, baby 
I like your honey and it sure likes me
Oh baby, baby 
I got my spoon inside your jar
Oh baby, baby
Don't give me too much, don't make me starve

Oh baby, baby
Sugar sister on a silver plate
Oh baby, baby
I need a mouthful and I just can't wait
Oh baby, baby 
See the shaking in my hand
Oh baby, baby 
Don't mean to fumble but it tastes so grand
Tastes so grand
Tastes so grand
Tastes so grand
Tastes so grand, ooh
Baby it's alright 

Oh it's alright
Ooh, oh, baby it's alright, oh it's alright 
Ooh, ooh, it's alright 
It's alright 
Ooh, ooh, it's alright, it's alright
Ooh, ooh, it's alright, it's alright
Ooh, ooh, ooh, it's alright, it's alright
Ooh, ooh, yeah, it's alright, it's alright

Ooh, ooh, yeah, alright"
222,Led Zeppelin,"Babe, baby, baby, I'm gonna leave you
I said baby, you know I'm gonna leave you

I'll leave you when the summertime
Leave you when the summer comes a rollin'
Leave you when the summer comes along

Babe, babe, babe, babe, babe, babe, baby, baby
I don't want to leave you
I ain't jokin' woman, I got to ramble
Oh yeah
Baby, baby, babe, I believin'
We really got to ramble
I can hear it callin' me the way it used to do
I can hear it callin' me back home

Babe, I'm gonna leave you
Oh, baby, you know, I've really got to leave you
Oh I can hear it callin 'me
I said don't you hear it callin' me the way it used to do?
Oh

I know, I know
I know I never never never never never gonna leave your babe
But I got to go away from this place

I've got to quit you, yeah
Ooh, baby baby baby baby baby baby ooh
Don't you hear it callin' me?
Woman, woman, I know, I know
It feels good to have you back again
And I know that one day baby, it's really gonna grow, yes it is
We gonna go walkin' through the park every day

Come what may, every day
Oh, mama baby
I'm gonna leave you go away

It was really, really good
You made me happy every single day
But now
I've got to go away

Baby, baby, baby
That's when it's callin' me
I said that's when it's callin' me back home"
223,Led Zeppelin,"With a purple umbrella and a fifty cent hat
Livin', lovin', she's just a woman
Missus cool rides out in her aged Cadillac
Livin', lovin', she's just a woman

Come on, babe on the round about, ride on the merry-go-round
We all know what your name is, so you better lay your money down

Alimony, alimony payin' your bills
Livin', lovin', she's just a woman
When your conscience hits, you knock it back with pills
Livin', lovin', she's just a woman

Come on, babe on the round about, ride on the merry-go-round
We all know what your name is, so you better lay your money down

Tellin' tall tales of how it used to be
Livin', lovin', she's just a woman
With the butler and the maid and the servants three
Livin', lovin', she's just a woman (ah, I'm kidding man)

Nobody hears a single word you say
Livin', lovin', she's just a woman
But you keep on talkin' till your dyin' day
Livin', lovin', she's just a woman

Come on, babe on the round about, ride on the merry-go-round
We all know what your name is, so you better lay your money down

Livin', lovin', she's just a woman
Livin', lovin', she's just a woman
Livin', lovin', she's just a woman"
